org,max_slope,r2,intercept
DH_1,3.62525055978721,0.9889969003104568,9.610017611161757
p007_bio2,0.21472362644346765,0.9782116439390128,2.2968224944837674
p069_bio3,0.14454081150407477,0.9751487550699726,1.355153356170426
p006_bio1,0.13261172114610426,0.9764510500382264,1.3692694464273623
p022_bio2,0.12306844885972797,0.931090959900531,2.670269295412453
p022_bio3,0.11372399474598438,0.964253295872056,2.0539992329748618
p006_bio2,0.09344454113743447,0.976396746817538,2.2431415878729073
p006_bio3,0.08966699585741095,0.9304782744607687,2.13604486554801
p016_bio2,0.08410008702369155,0.9296703296703296,1.8797019683000662
p016_bio3,0.07137572397518985,0.9338864533893692,1.780094063811012
p069_bio1,0.0713757239751896,0.9399253685988981,1.3962424451812134
p007_bio3,0.03956481635393494,0.9640361910171636,2.7190460204317155
p075_bio2,0.02167118081697913,0.9708021244722855,1.942064601782582
