filename,org,max_slope,r2,intercept
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,DH_bio2,4.415865396,0.999696551,29.29763016
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,DH_bio3,4.40983905,0.990144317,35.99330248
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,DH_bio1,4.114548089,0.997023945,34.35373457
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_2,3.648124729,0.992322999,6.34747274
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio3,3.45832296,0.935357231,40.05676577
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_1,3.42282118,0.993038337,7.005589714
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_3,3.421557043,0.996021338,5.023768896
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,DH_bio3,2.793395611,0.983052707,19.89025354
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio2,2.747982168,0.993560828,13.00304891
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio3,2.532776892,0.996454716,10.72488072
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio1,2.38065135,0.981556597,14.59606237
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio1,2.290538174,0.999364755,13.5013785
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio3,2.268605213,0.92216652,18.01500513
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,DH,2.141989406,0.990708197,25.2795814
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p055,2.1098136,0.999967138,13.43084901
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio2,2.099917762,0.996993132,10.7300361
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_3,2.090868677,0.992836442,13.76482966
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_1,2.030439304,0.998446912,14.63532982
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_2,1.987928661,0.990548372,14.63419703
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_2,1.96642134,0.990135459,17.3818496
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_1,1.924819767,0.987469681,17.90751957
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p069,1.906441627,0.999808023,12.23623605
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_3,1.829377483,0.997993222,17.08525642
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio3,1.812450638,0.959564229,19.48095354
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio1,1.812104817,0.998752602,10.54924797
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio2,1.808819512,0.999465673,9.003137551
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p006_bio2,1.778736326,0.99998352,-9.096863891
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,DH,1.754349197,0.998015383,18.61057759
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio3,1.701787748,0.999856838,7.177776242
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p006_bio3,1.596258565,0.999904017,-6.833046877
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio2,1.592853967,0.962390203,20.14493087
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,DH_bio1,1.561850408,0.956106494,26.1077633
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p006,1.492050158,0.999919552,3.673149288
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio1,1.27487107,0.94950258,22.64349143
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p006_bio1,1.246007327,0.999518769,-4.670713532
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,DH_bio2,1.074612865,0.933509696,34.19600616
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p083_bio3,0.787010336,0.984413723,4.244704423
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p017_bio2,0.645237448,0.99398662,3.789493887
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p024_bio3,0.595702343,0.931044134,4.732582507
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p095_bio3,0.580756406,0.9989801,3.798461449
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p007,0.558991913,0.998899261,8.331763146
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p017_bio3,0.516061851,0.970291229,5.561014439
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p017_bio1,0.497272673,0.964193237,5.48094692
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p055,0.468569643,0.98676073,11.49195106
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p079_bio2,0.447097027,0.979778638,3.998523491
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p079_bio3,0.437702438,0.995166054,5.15035703
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio3,0.423767146,0.996519851,3.043719156
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p023_bio3,0.405034891,0.964524996,4.937840041
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_3,0.394927645,0.959490666,1.908918113
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p047_bio3,0.382829499,0.956983055,4.549743879
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p083_bio2,0.378132204,0.952660021,5.376254191
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p019_bio2,0.374474379,0.934134663,3.523772564
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio2,0.368571237,0.989502314,3.159992626
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p047_bio1,0.364040321,0.979159497,5.42543344
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p024_bio1,0.362972754,0.972038478,4.339006168
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p075,0.350722313,0.999945644,8.217779566
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p023_bio2,0.350375464,0.90814381,5.418956868
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,EV_bio3,0.346105196,0.986653575,4.832577942
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_2,0.342006306,0.997364596,0.140008479
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio2,0.339443757,0.990245228,4.449899593
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p083_bio1,0.337351148,0.904934292,4.66781678
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p024_bio2,0.337351148,0.979121181,3.782447946
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p047_bio2,0.331586286,0.985683838,4.813219395
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p079_bio1,0.328597099,0.967770946,3.870201947
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p065_1,0.32672175,0.998491717,1.30550376
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_3,0.317872797,0.998944488,1.679419929
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p012_bio2,0.315454898,0.987396653,-0.29548832
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio1,0.314505216,0.931574665,5.585995505
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio2,0.31338305,0.971050273,1.997198211
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio3,0.311943055,0.941703903,4.91762744
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio3,0.305306528,0.989133617,3.534002175
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio2,0.303829546,0.978025768,4.868875218
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_3,0.297531696,0.994836673,1.037928262
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio2,0.295022095,0.958450132,0.553789222
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p023_bio1,0.286107935,0.952970647,5.556744172
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p022,0.284629987,0.9564906,10.69134307
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_1,0.283453815,0.998019258,0.728789497
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p089_bio1,0.282257405,0.910084536,1.907236719
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_1,0.280178553,0.999437661,0.895981088
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p016,0.279955078,0.971044172,11.59821532
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio1,0.277810884,0.941249929,2.681640197
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p065_2,0.277305517,0.994584129,1.241454192
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p010,0.272403304,0.965473509,10.74084915
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio3,0.272011074,0.978068927,1.970132433
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p067,0.269886045,0.953119353,10.59832438
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p011,0.267548591,0.94517596,11.51586502
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p033_bio2,0.266791246,0.983896217,1.771907826
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,EV_bio1,0.266464704,0.994134568,4.542342081
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p082_bio3,0.263230799,0.997610682,0.904138753
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p076_3,0.260377689,0.91851049,2.111640831
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p028_1,0.260006956,0.942388377,-0.356509803
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p080_1,0.260006956,0.928203829,1.848111918
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_2,0.258515856,0.995319802,1.099315482
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_2,0.258286013,0.997733765,1.067597156
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,Asti_bio1,0.256481292,0.988718618,0.477794852
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,Asti_bio2,0.252865484,0.993459998,-0.322102159
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p007,0.251006609,0.973706931,11.04094229
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p059_bio2,0.250454945,0.99695486,-1.938689598
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p066,0.24763127,0.999275373,8.676564147
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio3,0.246763398,0.989211482,4.618369035
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio1,0.245455543,0.989850295,3.105217891
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p092_1,0.234842032,0.990761433,1.75434873
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p082_bio1,0.234063284,0.985968924,0.810288456
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio2,0.233596181,0.999204687,3.609251859
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p057,0.233205997,0.921355316,10.9536174
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio2,0.23091397,0.931779386,4.11916748
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p006_bio3,0.23031822,0.988846932,0.629649659
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,Asti_bio3,0.230206422,0.998780762,1.051342302
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p089_bio3,0.22928581,0.926456718,2.413044566
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio2,0.227943588,0.979184256,54.39035274
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p005,0.226595558,0.999734401,8.423305959
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p041_2,0.226579256,0.969142476,1.001070878
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio1,0.225571715,0.99571661,4.002051662
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p012_bio2,0.223215861,0.995799139,-0.405105033
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p093_2,0.22299551,0.918865126,2.873845951
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio3,0.222446164,0.99929987,3.093757535
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p018,0.219001468,0.93891547,10.53623201
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p056_2,0.217928834,0.915026063,1.615518559
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio1,0.217901922,0.997513363,3.423307407
