org,max_slope,r2,intercept
positive_control_rep3,6.403844808644232,0.9998914731284588,6.060913626677467
Lacticaseib_70°C_rep1,0.23174189088544989,0.9959061193869895,-1.1158430566813105
Lacticaseib_70°C_rep3,0.21791638034966973,0.9972329677331272,-1.1160625092294856
Lacticaseib_70°C_rep2,0.20606594274757312,0.9986137301870446,-0.9541065286675022
Lacticaseib_90°C_rep1,0.15405568882725942,0.9985896656534955,-0.09407199232273769
abiotic_control_rep2,0.14418032415884507,0.9994998437011565,-1.382697355276672
abiotic_control_rep3,0.1435219665142842,0.9993831487452685,-1.3278342182299283
abiotic_control_rep1,0.14352196651428412,0.9993831487452685,-1.2769212270505466
Lacticaseib_80°C_rep3,0.13957182064691853,0.99698314108252,-1.133838165632638
Lacticaseib_80°C_rep2,0.13825510535779661,0.9978880675818375,-1.01445597941892
Lacticaseib_80°C_rep1,0.13430495949043106,0.9919593198792308,-1.032670540918441
Lacticaseib_90°C_rep3,0.12969645597850454,0.9992447324378835,-0.9255776974031963
Lacticaseib_90°C_rep2,0.12969645597850432,0.9992447324378835,-1.0526407228034511
