org,max_slope,r2,intercept
Ochrobactrum_FT1_boiled_control_substrate,1.4295606636128342,0.8500605792314692,13.580671599285305
Ochrobactrum_FT1_substrate,0.8706368843522022,0.9999809704864606,1.6687362452569958
ANSA_CL_boiled_control_substrate,0.6949334299841078,0.9165601005616848,10.058041103294181
pcdf1_FT1_boiled_control_substrate,0.6047467731739049,0.2296876638454045,20.044729691824028
ANSA_pure_boiled_control_substrate,0.08289000172847003,0.8590173246236869,3.8374967130164457
Ochro_pure_refrozen_1_enzyme_substrate,0.04553112771000224,0.6375130981488253,44.23041720320009
Ochrobactrum_pure_refrozen_1_boiled_control_substrate,0.04290433188058108,0.9805187930121766,4.05503432318647
pcdf1_pure_substrate,0.03881820503481143,0.996844181459566,3.808504670158368
ANSA_pure_substrate,0.037650740221734265,0.9452428287418388,3.7583036831960555
ANSA_CL_substrate,0.030354085140002807,0.8160965794768624,4.234532038197065
pcdf1_pure_boiled_control_substrate,0.029770352733464244,0.9908571428571447,3.834188896046063
pcdf1_FT1_substrate,0.01692823978961695,0.9241758241758289,4.622227644873065
